case_id,query,intent_expected,action_expected,domain,test_type,context,group_id,difficulty,design_logic,tags,meta,type,expected_intent,step
用车_FAQ-cc1cc9d3,车机的语音唤醒老连不上怎么办，嗯,用车_FAQ,,CAR_FAQ,SLANG,,,3.0,SLANG 变体,"['CAR_FAQ', 'SLANG']",{'base': '车机的语音唤醒老连不上怎么办'},,,
用车_FAQ-44adf6a2,车机的语音唤醒老连不上怎么办,用车_FAQ,,CAR_FAQ,DIALECT,,,3.0,DIALECT 变体,"['CAR_FAQ', 'DIALECT']",{'base': '车机的语音唤醒老连不上怎么办'},,,
用车_FAQ-06860367,车机的语音唤醒老连不上怎么办,用车_FAQ,,CAR_FAQ,DIALECT,,,3.0,DIALECT 变体,"['CAR_FAQ', 'DIALECT']",{'base': '车机的语音唤醒老连不上怎么办'},,,
用车_FAQ-b8d1b44d,车机的语音唤醒老连不上怎么办咯,用车_FAQ,,CAR_FAQ,NOISE,,,3.0,NOISE 变体,"['CAR_FAQ', 'NOISE']",{'base': '车机的语音唤醒老连不上怎么办'},,,
用车_FAQ-37b6a660,嗯…车机的语音唤醒老连不上怎么办,用车_FAQ,,CAR_FAQ,NOISE,,,3.0,NOISE 变体,"['CAR_FAQ', 'NOISE']",{'base': '车机的语音唤醒老连不上怎么办'},,,
用车_FAQ-e9c390ac,车机的导航老连不上怎么办,用车_FAQ,,CAR_FAQ,CTX,,CTX-22709,3.0,多轮/消歧生成,"['CTX', 'CTX_CONTINUATION']",{'seed': '车机的导航老连不上怎么办'},,,
用车_FAQ-d7d3d80b,换成五月天的,播放_音乐,,CAR_FAQ,CTX,,CTX-22709,3.0,多轮/消歧生成,"['CTX', 'CTX_CONTINUATION']",{'seed': '车机的导航老连不上怎么办'},,,
用车_FAQ-96d67610,我想去银行,导航_POI,,CAR_FAQ,CTX,,CTX-22709,3.0,多轮/消歧生成,"['CTX', 'DISAMBIG']",{'seed': '车机的导航老连不上怎么办'},,,
BOUND-c6fc6d70,你喜欢唱歌吗？,闲聊,,MIXED,BOUNDARY,,,3.0,边界/安全/超范围样本,['SMALLTALK'],{},,,
BOUND-b09d215f,讲个黄色笑话,拒答,,MIXED,BOUNDARY,,,3.0,边界/安全/超范围样本,"['SENSITIVE', 'SAFETY']",{},,,
BOUND-fac82049,帮我点个外卖,不支持,,MIXED,BOUNDARY,,,3.0,边界/安全/超范围样本,['OUT_OF_SCOPE'],{},,,
BOUND-64b5a6ac,我最近工作压力比较大，开车时总感觉有点困，想放点音乐提提神，另外导航去公司附近的咖啡店休息一下，想放点音乐提提神，另外导航去公司附近的咖啡店休息一下，想放点音乐,播放_音乐,,MIXED,BOUNDARY,,,3.0,边界/安全/超范围样本,['LONG'],{},,,
BOUND-97c60bd0,生成一张赛博风跑车壁纸,不支持,,MIXED,BOUNDARY,,,3.0,边界/安全/超范围样本,"['OUT_OF_SCOPE', 'IMAGE_GEN']",{},,,
BOUND-9320f42b,来个举哑铃的小游戏,不支持,,MIXED,BOUNDARY,,,3.0,边界/安全/超范围样本,"['OUT_OF_SCOPE', 'GAMES']",{},,,
,播放周杰伦的歌,,,,BASE,,,,使用核心动词'播放'+歌手槽位，符合最简指令结构,[],,BASE,播放_音乐,
,来点摇滚音乐,,,,BASE,,,,模糊量词'来点'+音乐类型槽位，典型点播场景覆盖,[],,BASE,播放_音乐,
,切到轻松风格,,,,BASE,,,,动作动词'切到'+心情槽位，体现风格切换场景,[],,BASE,播放_音乐,
,放首林俊杰的歌曲,,,,SYN,,,,量词'首'替代'歌'，动词'放'替代'播放'的同义转换,[],,SYN,播放_音乐,
,有没有流行音乐可以听,,,,SYN,,,,疑问句式+弱化指令词，测试自然对话场景,[],,SYN,播放_音乐,
,换个悲伤点的风格,,,,BASE,,,,程度副词'点'修饰心情槽位，测试参数边界值,[],,BASE,播放_音乐,
,蔡依林的歌来一首,,,,SYN,,,,宾语前置+量词组合，验证语序容错能力,[],,SYN,播放_音乐,
,搞点电子音乐听听,,,,SYN,,,,口语化动词'搞'+补充动词'听听'，测试多动词解析,[],,SYN,播放_音乐,
,切换到工作专注模式,,,,BASE,,,,近义词'切换'替代'切'，复合型心情参数测试,[],,BASE,播放_音乐,
,播放泰勒·斯威夫特,,,,BASE,,,,省略'的歌'结构，验证槽位隐式识别能力,[],,BASE,播放_音乐,
,来些古典乐,,,,SYN,,,,量词'些'替代'点'，专业音乐类型简称测试,[],,SYN,播放_音乐,
,放点适合开车听的,,,,SYN,,,,省略槽位关键词，通过场景描述触发心情推理,[],,SYN,播放_音乐,
,切到1980年代风格,,,,BASE,,,,时间维度参数测试，验证年代格式解析,[],,BASE,播放_音乐,
,周杰伦的给我播,,,,SYN,,,,宾语前置+介词'给'，测试非连续语义解析,[],,SYN,播放_音乐,
,来首嗨的歌,,,,SYN,,,,单字心情参数'嗨'，测试口语化情绪表达,[],,SYN,播放_音乐,
,带我去上海东方明珠,,,,BASE,,,,直接使用'带我去+城市+POI'基础模板，选择地标POI增强场景真实性,[],,BASE,导航_POI,
,去北京的天安门广场,,,,BASE,,,,采用'去+城市+的+POI'结构，'的'字衔接符合自然语法,[],,BASE,导航_POI,
,导航到西湖景区,,,,BASE,,,,省略城市信息，聚焦核心动词'导航到'+POI的简洁表达,[],,BASE,导航_POI,
,带我去深圳世界之窗,,,,BASE,,,,城市与POI直接拼接，模拟用户快速输入场景,[],,BASE,导航_POI,
,去成都的宽窄巷子,,,,BASE,,,,省略主语，使用地域文化特色POI提升识别复杂度,[],,BASE,导航_POI,
,我要去广州塔,,,,SYN,,,,用'要'代替'带'，体现用户主观意愿表达变体,[],,SYN,导航_POI,
,能帮我导到故宫吗,,,,SYN,,,,添加能愿动词'能'和敬语'帮'，构建礼貌请求句式,[],,SYN,导航_POI,
,开车去南京夫子庙,,,,SYN,,,,插入动作动词'开车'，模拟自然对话中的上下文补充,[],,SYN,导航_POI,
,能不能导航去西安兵马俑,,,,SYN,,,,正反重叠问法，测试系统对疑问句变体的理解,[],,SYN,导航_POI,
,我想去重庆洪崖洞,,,,SYN,,,,用'想'替代'要'，测试心理动词的意图识别能力,[],,SYN,导航_POI,
,去武汉的户部巷怎么走,,,,SYN,,,,追加路径询问短语，验证多意图关联处理,[],,SYN,导航_POI,
,导到长沙橘子洲头,,,,SYN,,,,动词'导到'替代完整'导航到'，测试口语化缩略表达,[],,SYN,导航_POI,
,往厦门鼓浪屿方向,,,,SYN,,,,使用方位词'往...方向'替代明确动词，检测方位介词解析,[],,SYN,导航_POI,
,给我定个去天津之眼的路线,,,,SYN,,,,添加量词'个'和宾语'路线'，验证扩展参数捕捉,[],,SYN,导航_POI,
,想到杭州雷峰塔,,,,SYN,,,,'想到'替代物理动作，测试抽象意愿表达的理解,[],,SYN,导航_POI,
,打开空调,,,,BASE,,,,使用基础动词'打开'+核心对象'空调'构成最简洁指令,[],,BASE,车控_空调_开启,
,开启空调,,,,BASE,,,,替换'打开'为近义词'开启'，保持句式结构一致,[],,BASE,车控_空调_开启,
,把空调打开,,,,BASE,,,,添加介词'把'构成处置式，突出操作对象,[],,BASE,车控_空调_开启,
,空调请开启,,,,BASE,,,,主谓倒置+敬语'请'，模拟礼貌性指令,[],,BASE,车控_空调_开启,
,开空调吧,,,,BASE,,,,添加语气词'吧'软化指令，符合口语停顿特征,[],,BASE,车控_空调_开启,
,空调能开吗,,,,SYN,,,,将肯定句改为疑问句，用能愿动词'能'表达请求,[],,SYN,车控_空调_开启,
,开一下空调吧,,,,SYN,,,,插入动量词'一下'弱化指令强度，配合语气词,[],,SYN,车控_空调_开启,
,把冷气打开行吗,,,,SYN,,,,用'冷气'代指空调，句末添加确认词'行吗',[],,SYN,车控_空调_开启,
,空调启动一下呗,,,,SYN,,,,换用'启动'专业术语，配合语气词'呗'体现随意性,[],,SYN,车控_空调_开启,
,让空调开始工作,,,,SYN,,,,使用使令动词'让'+抽象动作'工作'实现语义转换,[],,SYN,车控_空调_开启,
,温度调到23度,,,,BASE,,,,采用最简主谓结构，符合用户单手操作场景下快速发指令的特征,[],,BASE,车控_空调_设定温度,
,空调温度设置成22度,,,,BASE,,,,明确设备主体+操作动词，避免多设备误触发,[],,BASE,车控_空调_设定温度,
,调到26度,,,,BASE,,,,省略温度主体词，符合老用户快捷操作习惯,[],,BASE,车控_空调_设定温度,
,设定温度18度,,,,BASE,,,,动宾倒装结构，适配不同语法习惯的用户,[],,BASE,车控_空调_设定温度,
,温度设为20度,,,,BASE,,,,使用'设为'替代'调到'，覆盖不同动词偏好,[],,BASE,车控_空调_设定温度,
,给我整到24度,,,,SYN,,,,加入口语化动词'整到'，适配年轻用户群体,[],,SYN,车控_空调_设定温度,
,空调弄成19度行吗,,,,SYN,,,,模糊动词+协商语气，模拟后排乘客的委婉请求,[],,SYN,车控_空调_设定温度,
,温度往25度调,,,,SYN,,,,增加方向介词'往'，测试方位词解析能力,[],,SYN,车控_空调_设定温度,
,搞个21度的温度,,,,SYN,,,,使用量词'个'的非正式表达，验证容错解析,[],,SYN,车控_空调_设定温度,
,能不能设到17度啊,,,,SYN,,,,疑问句式+语气词，测试完整会话理解能力,[],,SYN,车控_空调_设定温度,
,最近头晕怎么办,,,,BASE,,,,直接套用模板结构，使用常见症状'头晕'填充槽位,[],,BASE,健康_咨询_一般问答,
,最近胃疼怎么办,,,,BASE,,,,保持基础句式，选择高频消化系统症状,[],,BASE,健康_咨询_一般问答,
,糖尿病有哪些常见表现,,,,BASE,,,,按模板替换慢性病名称，聚焦病症特征询问,[],,BASE,健康_咨询_一般问答,
,感冒有哪些常见表现,,,,BASE,,,,选取最常见疾病进行症状归类询问,[],,BASE,健康_咨询_一般问答,
,减肥能不能吃巧克力,,,,BASE,,,,使用典型高热量食物构建饮食禁忌场景,[],,BASE,健康_咨询_一般问答,
,最近总是头晕该咋处理,,,,SYN,,,,'怎么办'替换为'该咋处理'，增加副词'总是'强化持续性,[],,SYN,健康_咨询_一般问答,
,胃痛如何缓解啊,,,,SYN,,,,将'怎么办'改为'如何缓解'，添加语气词'啊'口语化,[],,SYN,健康_咨询_一般问答,
,糖尿病一般有什么症状,,,,SYN,,,,'常见表现'转换为'有什么症状'，增加程度词'一般',[],,SYN,健康_咨询_一般问答,
,感冒通常会出现哪些症状,,,,SYN,,,,用'通常会出现'替代'有常见表现'，增强自然度,[],,SYN,健康_咨询_一般问答,
,正在减肥的话能吃巧克力吗,,,,SYN,,,,将'能不能吃'改为'能吃吗'，补充假设语境'的话',[],,SYN,健康_咨询_一般问答,
,最近失眠怎么办,,,,BASE,,,,选择现代人高频健康问题构建基础问句,[],,BASE,健康_咨询_一般问答,
,高血压有哪些常见表现,,,,BASE,,,,替换慢性病名称，保持模板完整性,[],,BASE,健康_咨询_一般问答,
,减肥期间可以吃西瓜吗,,,,BASE,,,,用'期间'明确时间范围，选择争议性水果,[],,BASE,健康_咨询_一般问答,
,最近咳嗽怎么缓解,,,,SYN,,,,将'怎么办'聚焦到'缓解'，限定解决方向,[],,SYN,健康_咨询_一般问答,
,贫血一般会有什么症状,,,,SYN,,,,'常见表现'改为'会有什么症状'，添加推测语气词'一般',[],,SYN,健康_咨询_一般问答,
,最近老失眠该咋办,,,,SYN,,,,添加程度副词'老'，'怎么办'方言化为'咋办',[],,SYN,健康_咨询_一般问答,
,高血压常见症状有哪些,,,,SYN,,,,调换词序，将'有哪些表现'改为'症状有哪些',[],,SYN,健康_咨询_一般问答,
,减肥吃炸鸡行不行,,,,SYN,,,,用'行不行'替代'能不能'，选垃圾食品强化冲突,[],,SYN,健康_咨询_一般问答,
,最近腹泻如何处理比较好,,,,SYN,,,,'怎么办'升级为'如何处理'，添加比较级'比较好',[],,SYN,健康_咨询_一般问答,
,胃胀气有什么解决办法吗,,,,SYN,,,,将'怎么办'转为'解决办法'，添加疑问词'吗',[],,SYN,健康_咨询_一般问答,
,最近手脚发冷怎么办,,,,BASE,,,,选择复合症状构建基础问句,[],,BASE,健康_咨询_一般问答,
,痛风有哪些典型症状,,,,SYN,,,,'常见表现'改为'典型症状'，突出疾病特征,[],,SYN,健康_咨询_一般问答,
,减脂期适合吃牛肉吗,,,,SYN,,,,'减肥'替换为'减脂期'，'能不能'改为'适合',[],,SYN,健康_咨询_一般问答,
,最近心跳很快该怎么做,,,,SYN,,,,用'该怎么做'替代'怎么办'，添加状态描述'很快',[],,SYN,健康_咨询_一般问答,
,过敏反应通常有什么表现,,,,SYN,,,,增加'反应'细化场景，用'通常'替代'常见',[],,SYN,健康_咨询_一般问答,
,导航怎么用,,,,BASE,,,,直接替换模板中的{feature}为具体功能，符合用户首次接触新功能时的提问方式,[],,BASE,用车_FAQ,
,蓝牙连不上怎么办,,,,BASE,,,,聚焦连接故障场景，采用'怎么办'句式覆盖高频问题,[],,BASE,用车_FAQ,
,语音助手怎么唤醒,,,,BASE,,,,选取语音交互核心功能，使用基础操作动词'唤醒',[],,BASE,用车_FAQ,
,氛围灯颜色怎么调,,,,BASE,,,,针对个性化设置功能，突出参数调节的核心诉求,[],,BASE,用车_FAQ,
,座椅加热打不开,,,,BASE,,,,省略疑问词强调故障状态，模拟用户直接报错场景,[],,BASE,用车_FAQ,
,导航功能要怎么操作,,,,SYN,,,,将'怎么用'转化为'要怎么操作'，丰富动词表达,[],,SYN,用车_FAQ,
,蓝牙一直连接失败怎么处理,,,,SYN,,,,用'一直连接失败'替代'老连不上'，增强问题严重性描述,[],,SYN,用车_FAQ,
,胎压监测怎么看数据,,,,SYN,,,,添加'数据'细节，契合精准查询的用车需求,[],,SYN,用车_FAQ,
,车载WiFi总是掉线咋解决,,,,SYN,,,,使用口语化'咋'替代'怎么'，增加地域化表达,[],,SYN,用车_FAQ,
,方向盘加热开启方式,,,,SYN,,,,去除疑问词采用名词结构，模拟快捷语音指令风格,[],,SYN,用车_FAQ,
,定速巡航怎么设置,,,,BASE,,,,选择驾驶相关功能，使用'设置'这个精准操作动词,[],,BASE,用车_FAQ,
,行车记录仪没反应,,,,BASE,,,,省略疑问词描述设备异常，符合用户紧急报障习惯,[],,BASE,用车_FAQ,
,如何切换驾驶模式,,,,BASE,,,,使用'切换'动词覆盖功能转换场景，保留'如何'句式,[],,BASE,用车_FAQ,
,倒车影像不清晰,,,,BASE,,,,直接陈述现象不提问，模拟用户被动反馈场景,[],,BASE,用车_FAQ,
,车载充电口在哪,,,,BASE,,,,使用位置疑问词'在哪'，覆盖功能定位类问题,[],,BASE,用车_FAQ,
,定速巡航怎么开启使用,,,,SYN,,,,叠加'开启+使用'双动词，覆盖完整操作链条,[],,SYN,用车_FAQ,
,记录仪画面卡顿咋办,,,,SYN,,,,用'画面卡顿'替换'没反应'，细化故障表现维度,[],,SYN,用车_FAQ,
,驾驶模式在哪里调整,,,,SYN,,,,将'切换'转化为'调整'，并添加'在哪里'位置引导,[],,SYN,用车_FAQ,
,倒车时影像模糊怎么处理,,,,SYN,,,,添加'倒车时'时间状语，强化场景关联性,[],,SYN,用车_FAQ,
,手机无线充电位置找不到,,,,SYN,,,,用'找不到'替代'在哪'，突出用户焦虑心理,[],,SYN,用车_FAQ,
,播放周傑倫的歌,,,,NOISE,,,,,['NOISE'],,,播放_音乐,
,播放周傑倫的歌,,,,NOISE,,,,,['NOISE'],,,播放_音乐,
,呃…播放周杰伦的歌,,,,NOISE,,,,,['NOISE'],,,播放_音乐,
,播放周杰伦的歌，嗯,,,,NOISE,,,,,['NOISE'],,,播放_音乐,
,播放周杰伦的歌,,,,NOISE,,,,,['NOISE'],,,播放_音乐,
,播放周杰伦的歌,,,,NOISE,,,,,['NOISE'],,,播放_音乐,
,嗯…播放周杰伦的歌,,,,NOISE,,,,,['NOISE'],,,播放_音乐,
,那个啥…播放周杰伦的歌,,,,NOISE,,,,,['NOISE'],,,播放_音乐,
,来点摇滚音樂,,,,NOISE,,,,,['NOISE'],,,播放_音乐,
,来点摇滚⾳乐,,,,NOISE,,,,,['NOISE'],,,播放_音乐,
,嗯…来点摇滚音乐,,,,NOISE,,,,,['NOISE'],,,播放_音乐,
,来点摇滚音乐，然后,,,,NOISE,,,,,['NOISE'],,,播放_音乐,
,来点摇滚音乐,,,,NOISE,,,,,['NOISE'],,,播放_音乐,
,来点摇滚音乐,,,,NOISE,,,,,['NOISE'],,,播放_音乐,
,来点摇滚音乐呀,,,,NOISE,,,,,['NOISE'],,,播放_音乐,
,来点摇滚音乐哈,,,,NOISE,,,,,['NOISE'],,,播放_音乐,
,切到·轻松风格,,,,NOISE,,,,,['NOISE'],,,播放_音乐,
,切到·轻松风格,,,,NOISE,,,,,['NOISE'],,,播放_音乐,
,请问一下…切到轻松风格,,,,NOISE,,,,,['NOISE'],,,播放_音乐,
,切到轻松风格，劳驾,,,,NOISE,,,,,['NOISE'],,,播放_音乐,
,切到轻松风格,,,,NOISE,,,,,['NOISE'],,,播放_音乐,
,切到轻松风格,,,,NOISE,,,,,['NOISE'],,,播放_音乐,
,切到轻松风格哈,,,,NOISE,,,,,['NOISE'],,,播放_音乐,
,请问…切到轻松风格,,,,NOISE,,,,,['NOISE'],,,播放_音乐,
,放首林俊杰的·歌曲,,,,NOISE,,,,,['NOISE'],,,播放_音乐,
,放首林俊·杰的歌曲,,,,NOISE,,,,,['NOISE'],,,播放_音乐,
,放首林俊杰的歌曲，嗯,,,,NOISE,,,,,['NOISE'],,,播放_音乐,
,放首林俊杰的歌曲，就是,,,,NOISE,,,,,['NOISE'],,,播放_音乐,
,放首林俊杰的歌曲,,,,NOISE,,,,,['NOISE'],,,播放_音乐,
,放首林俊杰的歌曲,,,,NOISE,,,,,['NOISE'],,,播放_音乐,
,放首林俊杰的歌曲呗,,,,NOISE,,,,,['NOISE'],,,播放_音乐,
,放首林俊杰的歌曲啦,,,,NOISE,,,,,['NOISE'],,,播放_音乐,
,有没有流行⾳乐可以听,,,,NOISE,,,,,['NOISE'],,,播放_音乐,
,有没有流行音玥可以听,,,,NOISE,,,,,['NOISE'],,,播放_音乐,
,麻烦你…有没有流行音乐可以听,,,,NOISE,,,,,['NOISE'],,,播放_音乐,
,请问一下…有没有流行音乐可以听,,,,NOISE,,,,,['NOISE'],,,播放_音乐,
,有没有流行音乐可以听,,,,NOISE,,,,,['NOISE'],,,播放_音乐,
,有没有流行音乐可以听,,,,NOISE,,,,,['NOISE'],,,播放_音乐,
,嗯…有没有流行音乐可以听,,,,NOISE,,,,,['NOISE'],,,播放_音乐,
,拜托…有没有流行音乐可以听,,,,NOISE,,,,,['NOISE'],,,播放_音乐,
,换个悲伤·点的风格,,,,NOISE,,,,,['NOISE'],,,播放_音乐,
,换个·悲伤点的风格,,,,NOISE,,,,,['NOISE'],,,播放_音乐,
,呃…换个悲伤点的风格,,,,NOISE,,,,,['NOISE'],,,播放_音乐,
,麻烦你…换个悲伤点的风格,,,,NOISE,,,,,['NOISE'],,,播放_音乐,
,换个悲伤点的风格,,,,NOISE,,,,,['NOISE'],,,播放_音乐,
,换个悲伤点的风格,,,,NOISE,,,,,['NOISE'],,,播放_音乐,
,那个啥…换个悲伤点的风格,,,,NOISE,,,,,['NOISE'],,,播放_音乐,
,诶…换个悲伤点的风格,,,,NOISE,,,,,['NOISE'],,,播放_音乐,
,蔡·依林的歌来一首,,,,NOISE,,,,,['NOISE'],,,播放_音乐,
,蔡依·林的歌来一首,,,,NOISE,,,,,['NOISE'],,,播放_音乐,
,蔡依林的歌来一首，劳驾,,,,NOISE,,,,,['NOISE'],,,播放_音乐,
,蔡依林的歌来一首，就是,,,,NOISE,,,,,['NOISE'],,,播放_音乐,
,蔡依林的歌来一首,,,,NOISE,,,,,['NOISE'],,,播放_音乐,
,蔡依林的歌来一首,,,,NOISE,,,,,['NOISE'],,,播放_音乐,
,蔡依林的歌来一首嘛,,,,NOISE,,,,,['NOISE'],,,播放_音乐,
,请问…蔡依林的歌来一首,,,,NOISE,,,,,['NOISE'],,,播放_音乐,
,搞点电子音玥听听,,,,NOISE,,,,,['NOISE'],,,播放_音乐,
,搞点电子音玥听听,,,,NOISE,,,,,['NOISE'],,,播放_音乐,
,搞点电子音乐听听，呃,,,,NOISE,,,,,['NOISE'],,,播放_音乐,
,麻烦你…搞点电子音乐听听,,,,NOISE,,,,,['NOISE'],,,播放_音乐,
,搞点电子音乐听听,,,,NOISE,,,,,['NOISE'],,,播放_音乐,
,搞点电子音乐听听,,,,NOISE,,,,,['NOISE'],,,播放_音乐,
,搞点电子音乐听听呗,,,,NOISE,,,,,['NOISE'],,,播放_音乐,
,搞点电子音乐听听呗,,,,NOISE,,,,,['NOISE'],,,播放_音乐,
,切换到工作·专注模式,,,,NOISE,,,,,['NOISE'],,,播放_音乐,
,切换到工·作专注模式,,,,NOISE,,,,,['NOISE'],,,播放_音乐,
,诶…切换到工作专注模式,,,,NOISE,,,,,['NOISE'],,,播放_音乐,
,切换到工作专注模式，就是,,,,NOISE,,,,,['NOISE'],,,播放_音乐,
,切换到工作专注模式,,,,NOISE,,,,,['NOISE'],,,播放_音乐,
,切换到工作专注模式,,,,NOISE,,,,,['NOISE'],,,播放_音乐,
,切换到工作专注模式哈,,,,NOISE,,,,,['NOISE'],,,播放_音乐,
,拜托…切换到工作专注模式,,,,NOISE,,,,,['NOISE'],,,播放_音乐,
,播放泰勒·斯威·夫特,,,,NOISE,,,,,['NOISE'],,,播放_音乐,
,播放泰·勒·斯威夫特,,,,NOISE,,,,,['NOISE'],,,播放_音乐,
,播放泰勒·斯威夫特，麻烦你,,,,NOISE,,,,,['NOISE'],,,播放_音乐,
,播放泰勒·斯威夫特，诶,,,,NOISE,,,,,['NOISE'],,,播放_音乐,
,播放泰勒·斯威夫特,,,,NOISE,,,,,['NOISE'],,,播放_音乐,
,播放泰勒·斯威夫特,,,,NOISE,,,,,['NOISE'],,,播放_音乐,
,播放泰勒·斯威夫特哈,,,,NOISE,,,,,['NOISE'],,,播放_音乐,
,播放泰勒·斯威夫特哈,,,,NOISE,,,,,['NOISE'],,,播放_音乐,
,来些古·典乐,,,,NOISE,,,,,['NOISE'],,,播放_音乐,
,来·些古典乐,,,,NOISE,,,,,['NOISE'],,,播放_音乐,
,来些古典乐，嗯,,,,NOISE,,,,,['NOISE'],,,播放_音乐,
,劳驾…来些古典乐,,,,NOISE,,,,,['NOISE'],,,播放_音乐,
,来些古典乐,,,,NOISE,,,,,['NOISE'],,,播放_音乐,
,来些古典乐,,,,NOISE,,,,,['NOISE'],,,播放_音乐,
,请问…来些古典乐,,,,NOISE,,,,,['NOISE'],,,播放_音乐,
,来些古典乐啦,,,,NOISE,,,,,['NOISE'],,,播放_音乐,
,放点适·合开车听的,,,,NOISE,,,,,['NOISE'],,,播放_音乐,
,放点·适合开车听的,,,,NOISE,,,,,['NOISE'],,,播放_音乐,
,放点适合开车听的，嗯,,,,NOISE,,,,,['NOISE'],,,播放_音乐,
,麻烦你…放点适合开车听的,,,,NOISE,,,,,['NOISE'],,,播放_音乐,
,放点适合开车听的,,,,NOISE,,,,,['NOISE'],,,播放_音乐,
,放点适合开车听的,,,,NOISE,,,,,['NOISE'],,,播放_音乐,
,放点适合开车听的呗,,,,NOISE,,,,,['NOISE'],,,播放_音乐,
,放点适合开车听的啦,,,,NOISE,,,,,['NOISE'],,,播放_音乐,
,切到1980·年代风格,,,,NOISE,,,,,['NOISE'],,,播放_音乐,
,切到1980年代·风格,,,,NOISE,,,,,['NOISE'],,,播放_音乐,
,然后…切到1980年代风格,,,,NOISE,,,,,['NOISE'],,,播放_音乐,
,切到1980年代风格，嗯,,,,NOISE,,,,,['NOISE'],,,播放_音乐,
,切到1980年代风格,,,,NOISE,,,,,['NOISE'],,,播放_音乐,
,切到1980年代风格,,,,NOISE,,,,,['NOISE'],,,播放_音乐,
